customer_id,user_type,age,city_tier,daily_free_hours,avg_ott_hours_per_day,number_of_platforms,primary_device,net_quality,plan,monthly_fee,tenure_months,auto_renewable_enabled,days_since_last_login,num_support_tickets_last_3m,churn_score,churn_prob,churn,churn_reason,lifestyle,fee_per_platform,engagement_ratio
CUST_01750,retired individual,53,tier 3,2.107713273,1.189655948,3,laptop,high,premium,593.22,16,False,47,0,2.1,0.890903179,1,too expensive,family viewer,197.74,0.5644296893887806
CUST_01751,college student,21,tier 3,1.986216563,0.818446845,3,other device,high,standard,372.02,35,True,23,0,1.2,0.768524783,0,none,news junkie,124.00666666666666,0.4120632463983737
CUST_01752,school student,17,tier 2,1.558905679,0.725191197,1,laptop,low,basic,208.79,2,True,56,0,2.3,0.908877039,1,no time to watch,news junkie,208.79,0.46519247878113607
CUST_01753,college student,21,tier 2,2.939229608,1.290274511,1,tablet,high,premium,676.43,3,True,1,2,0.8,0.689974481,1,too expensive,family viewer,676.43,0.43898391180060536
CUST_01754,college student,23,tier 1,1.954014403,1.174102219,3,other device,low,basic,217.26,22,False,36,1,2.8,0.942675824,1,too expensive,news junkie,72.42,0.6008667168457918
CUST_01755,school student,13,tier 1,2.495387803,1.556794124,1,tablet,high,premium,767.2,34,False,4,0,0.6,0.645656306,0,none,casual viewer,767.2,0.6238686115754811
CUST_01756,working professional,28,tier 3,1.290268814,1.126966037,3,other device,medium,basic,165.02,34,False,40,1,2.4,0.916827304,1,too expensive,casual viewer,55.00666666666667,0.8734350739721126
CUST_01757,retired individual,55,tier 3,3.606798187,1.433412655,2,smart TV,high,standard,358.98,18,False,19,1,1.1,0.750260106,0,none,family viewer,179.49,0.3974197004330478
CUST_01758,school student,11,tier 3,4.805981203,3.433248514,2,tablet,high,standard,364.12,34,True,32,1,1.0,0.731058579,1,switched to competitor,news junkie,182.06,0.7143699421580947
CUST_01759,college student,21,tier 2,5.492077594,2.631007914,1,other device,high,premium,679.88,1,False,1,0,1.2,0.768524783,1,too expensive,binge watcher,679.88,0.47905512421644053
CUST_01760,working professional,47,tier 1,3.873443432,3.273537293,2,laptop,medium,standard,439.3,5,True,24,0,1.3,0.785834983,0,none,sports enthusiast,219.65,0.8451232993248473
CUST_01761,college student,18,tier 2,1.412632316,1.253806116,1,smart TV,high,premium,715.21,1,False,50,0,2.1,0.890903179,1,too expensive,family viewer,715.21,0.8875672047134451
CUST_01762,college student,21,tier 1,4.103593649,2.073627409,3,smart TV,medium,premium,773.49,27,False,13,0,1.5,0.817574476,0,none,binge watcher,257.83,0.5053198699401731
CUST_01763,college student,21,tier 2,2.502986993,1.480789094,2,tablet,low,basic,219.75,32,False,2,0,1.7,0.845534735,0,none,casual viewer,109.875,0.5916087850800908
CUST_01764,working professional,38,tier 1,1.964652216,1.616652315,2,smart TV,high,premium,755.45,14,True,50,1,1.2,0.768524783,1,too expensive,binge watcher,377.725,0.8228694635285008
CUST_01765,college student,22,tier 3,4.076146731,3.371661798,1,laptop,high,premium,633.44,9,False,39,0,1.1,0.750260106,1,too expensive,binge watcher,633.44,0.8271688976154279
CUST_01766,retired individual,80,tier 3,3.358920009,1.833484128,2,phone,high,basic,190.19,34,False,11,0,0.8,0.689974481,1,switched to competitor,casual viewer,95.095,0.5458552520117487
CUST_01767,college student,22,tier 3,3.656973338,2.228060878,1,phone,low,premium,616.65,35,False,18,0,1.4,0.802183889,1,too expensive,binge watcher,616.65,0.6092636374588739
CUST_01768,school student,10,tier 2,3.627841359,2.52736668,3,laptop,low,premium,694.3,11,False,36,2,2.9,0.947846437,1,too expensive,binge watcher,231.4333333333333,0.6966585442690523
CUST_01769,retired individual,61,tier 2,2.399153001,1.067446507,3,laptop,low,premium,673.49,30,False,1,0,2.1,0.890903179,0,none,news junkie,224.49666666666667,0.44492639967316533
CUST_01770,retired individual,75,tier 3,1.726829356,1.206325877,1,other device,high,standard,384.28,31,False,30,0,0.9,0.710949503,0,none,sports enthusiast,384.28,0.698578509108922
CUST_01771,school student,11,tier 3,1.358776078,0.876938085,1,other device,high,premium,587.55,16,False,34,1,1.3,0.785834983,1,no time to watch,binge watcher,587.55,0.6453882278313116
CUST_01772,retired individual,74,tier 1,2.896985844,2.041831373,2,laptop,high,standard,432.81,2,True,22,0,1.6,0.832018385,1,content not interesting,family viewer,216.405,0.7048123404637527
CUST_01773,retired individual,86,tier 1,2.864221689,2.457450768,3,smart TV,high,basic,208.54,18,False,51,0,2.1,0.890903179,1,too expensive,sports enthusiast,69.51333333333334,0.8579820400906126
CUST_01774,college student,20,tier 3,6.151545152,4.512446318,2,smart TV,medium,standard,369.74,12,True,6,1,0.6,0.645656306,1,technical issues,sports enthusiast,184.87,0.7335468092163653
CUST_01775,retired individual,88,tier 2,1.792322084,0.847784271,2,tablet,medium,premium,685.97,33,False,16,0,1.6,0.832018385,1,too expensive,binge watcher,342.985,0.47300888527131485
CUST_01776,college student,24,tier 2,1.326030698,1.006602165,3,smart TV,high,premium,720.62,20,False,42,0,2.1,0.890903179,1,too expensive,casual viewer,240.20666666666668,0.7591092472581658
CUST_01777,college student,20,tier 2,3.568871154,1.100623165,3,other device,low,premium,677.55,26,True,9,2,1.7,0.845534735,0,none,casual viewer,225.85,0.3083953209592391
CUST_01778,school student,12,tier 3,6.994196613,5.296033502,3,laptop,high,premium,638.38,17,False,50,2,2.2,0.900249511,1,too expensive,sports enthusiast,212.79333333333332,0.7572039785321947
CUST_01779,college student,21,tier 2,3.198295992,0.977085267,3,laptop,low,premium,707.03,13,True,39,0,2.1,0.890903179,1,too expensive,family viewer,235.67666666666665,0.3055018264238253
CUST_01780,retired individual,63,tier 3,2.316857942,1.68860583,3,phone,high,basic,150.33,11,False,41,0,2.1,0.890903179,1,too expensive,family viewer,50.11000000000001,0.7288344267419051
CUST_01781,retired individual,58,tier 1,2.547491444,1.550889107,3,tablet,medium,basic,238.52,20,True,58,1,1.9,0.869891526,1,too expensive,casual viewer,79.50666666666667,0.6087907029688929
CUST_01782,retired individual,73,tier 2,2.668938025,1.079179908,1,laptop,medium,standard,396.17,30,False,38,0,1.6,0.832018385,1,technical issues,binge watcher,396.17,0.404348058250622
CUST_01783,working professional,45,tier 3,2.311174739,1.317956855,1,smart TV,high,premium,662.07,34,True,44,0,0.8,0.689974481,1,too expensive,news junkie,662.07,0.5702540931934268
CUST_01784,college student,24,tier 1,4.027093021,2.643486294,3,phone,high,standard,464.89,34,False,3,0,1.2,0.768524783,1,too expensive,casual viewer,154.96333333333334,0.6564254364662216
CUST_01785,college student,21,tier 3,2.907100384,2.177534056,3,other device,medium,premium,652.11,19,False,0,0,1.7,0.845534735,1,too expensive,binge watcher,217.37,0.749039857028893
CUST_01786,college student,22,tier 2,2.269478152,1.937122499,2,other device,high,premium,709.77,26,False,31,0,1.7,0.845534735,1,too expensive,sports enthusiast,354.885,0.8535541517740066
CUST_01787,college student,23,tier 1,2.539369192,1.744942096,3,smart TV,high,standard,401.33,31,False,59,0,2.1,0.890903179,1,too expensive,news junkie,133.77666666666667,0.6871557320208679
CUST_01788,college student,20,tier 3,4.663843376,2.95963402,1,tablet,medium,standard,351.3,1,False,26,0,1.8,0.858148935,0,none,sports enthusiast,351.3,0.6345912118812114
CUST_01789,working professional,29,tier 3,4.01140723,2.711981134,3,laptop,medium,premium,625.97,6,False,56,0,2.2,0.900249511,0,none,news junkie,208.65666666666667,0.6760672697895098
CUST_01790,retired individual,81,tier 1,4.312086373,3.472802601,1,tablet,high,basic,179.09,18,False,1,0,0.4,0.59868766,0,none,binge watcher,179.09,0.8053648050152358
CUST_01791,college student,20,tier 2,3.022186925,2.442462655,2,smart TV,low,standard,414.6,18,True,27,0,1.3,0.785834983,1,technical issues,family viewer,207.3,0.8081772291434289
CUST_01792,working professional,30,tier 1,4.112825877,2.168082403,3,phone,low,premium,749.19,1,True,5,1,2.2,0.900249511,1,too expensive,casual viewer,249.73000000000002,0.5271515176765652
CUST_01793,college student,19,tier 2,2.279801887,1.534064729,1,tablet,medium,basic,220.36,10,False,54,1,1.6,0.832018385,1,technical issues,news junkie,220.36,0.6728938763265442
CUST_01794,college student,23,tier 3,4.851431392,3.575917481,1,phone,high,basic,187.32,33,True,0,0,-0.1,0.475020813,0,none,family viewer,187.32,0.7370850357477341
CUST_01795,retired individual,78,tier 3,1.992350803,1.618581909,2,tablet,medium,basic,167.08,30,False,2,1,1.3,0.785834983,0,none,sports enthusiast,83.54,0.8123980508667479
CUST_01796,college student,18,tier 2,2.20356354,0.753695469,2,other device,high,basic,206.01,35,True,16,0,0.8,0.689974481,1,no time to watch,sports enthusiast,103.005,0.34203482464590057
CUST_01797,retired individual,85,tier 1,0.911101282,0.697216139,1,smart TV,high,standard,449.56,12,True,32,2,1.5,0.817574476,1,no time to watch,family viewer,449.56,0.765245481237288
CUST_01798,college student,22,tier 2,4.051157864,2.28395872,2,tablet,medium,standard,402.89,27,False,47,1,1.8,0.858148935,1,technical issues,binge watcher,201.445,0.5637792445206968
CUST_01799,school student,15,tier 1,4.170017456,3.456991396,3,phone,medium,basic,198.75,23,False,47,0,2.2,0.900249511,1,too expensive,binge watcher,66.25,0.8290112529447407
CUST_01800,retired individual,56,tier 3,4.224885129,2.666773187,3,smart TV,high,premium,658.3,17,True,4,0,0.7,0.668187772,1,too expensive,casual viewer,219.4333333333333,0.6312060814849199
CUST_01801,school student,15,tier 2,3.406405244,2.196585481,3,other device,medium,basic,204.7,25,False,10,0,1.5,0.817574476,1,too expensive,sports enthusiast,68.23333333333333,0.6448397426786019
CUST_01802,college student,22,tier 3,5.790615181,3.730345235,3,smart TV,medium,standard,407.12,6,False,27,0,1.8,0.858148935,0,none,news junkie,135.70666666666668,0.6442053423339029
CUST_01803,school student,17,tier 1,3.739799831,1.53449131,2,other device,low,basic,235.71,32,False,27,0,1.8,0.858148935,0,none,family viewer,117.855,0.4103137545705718
CUST_01804,working professional,44,tier 1,1.378599336,1.166064476,2,phone,high,standard,440.25,22,False,18,1,1.3,0.785834983,0,none,sports enthusiast,220.125,0.8458327561533079
CUST_01805,retired individual,72,tier 3,2.419803283,1.87269591,2,smart TV,medium,premium,608.87,33,False,6,0,1.3,0.785834983,1,too expensive,sports enthusiast,304.435,0.7739041942609018
CUST_01806,college student,21,tier 1,4.689074949,4.209174497,1,smart TV,high,premium,734.65,34,False,18,0,0.7,0.668187772,0,none,binge watcher,734.65,0.8976556235036627
CUST_01807,college student,23,tier 2,4.326991454,2.962188993,3,phone,high,standard,377.49,33,False,1,0,1.2,0.768524783,1,too expensive,binge watcher,125.83,0.6845839712166901
CUST_01808,retired individual,79,tier 2,3.625460137,2.463816378,3,laptop,medium,standard,408.66,31,False,19,0,1.8,0.858148935,1,too expensive,news junkie,136.22,0.6795872206276034
CUST_01809,school student,16,tier 1,4.948993444,2.955479762,1,smart TV,low,standard,457.68,8,False,56,0,1.8,0.858148935,1,technical issues,news junkie,457.68,0.5971880535794866
CUST_01810,working professional,45,tier 1,0.51417189,0.297528368,1,laptop,medium,basic,253.71,8,False,57,0,2.0,0.880797078,1,no time to watch,casual viewer,253.71,0.5786554531403886
CUST_01811,working professional,28,tier 2,0.303334567,0.271890717,2,tablet,high,premium,686.95,31,True,43,2,1.9,0.869891526,1,too expensive,sports enthusiast,343.475,0.8963393776351246
CUST_01812,college student,23,tier 1,4.167695837,3.543660648,3,phone,low,premium,777.71,19,False,52,0,2.6,0.93086158,1,too expensive,casual viewer,259.2366666666667,0.8502685384427683
CUST_01813,working professional,41,tier 1,1.813750893,1.603801439,3,tablet,medium,basic,216.28,2,True,23,0,2.3,0.908877039,1,too expensive,binge watcher,72.09333333333333,0.8842457060612458
CUST_01814,college student,22,tier 1,4.14356173,2.029505455,3,tablet,high,premium,769.95,8,False,57,0,1.9,0.869891526,0,none,news junkie,256.65000000000003,0.48979732588658687
CUST_01815,college student,19,tier 1,2.523306,1.003371396,2,laptop,low,standard,456.78,14,False,31,0,2.4,0.916827304,1,technical issues,casual viewer,228.39,0.397641584492725
CUST_01816,retired individual,68,tier 2,1.666632078,1.44146311,3,laptop,low,standard,429.53,19,True,7,0,1.6,0.832018385,1,too expensive,family viewer,143.17666666666665,0.8648958153558353
CUST_01817,college student,23,tier 2,4.259363708,3.732911748,2,phone,high,standard,377.38,13,True,44,0,1.0,0.731058579,0,none,news junkie,188.69,0.876401266458835
CUST_01818,college student,20,tier 3,2.348206669,1.457006026,1,phone,high,basic,176.84,14,True,35,1,0.8,0.689974481,0,none,casual viewer,176.84,0.6204760616834787
CUST_01819,school student,11,tier 2,7.999538272,6.941523482,1,tablet,medium,basic,214.33,1,True,3,0,1.0,0.731058579,1,technical issues,casual viewer,214.33,0.8677405177617232
CUST_01820,school student,14,tier 3,6.262274442,3.841703173,1,smart TV,high,premium,625.35,20,False,23,0,0.7,0.668187772,0,none,news junkie,625.35,0.6134677118642958
CUST_01821,college student,23,tier 1,2.729873758,2.293638421,2,other device,high,premium,766.7,20,True,25,2,1.1,0.750260106,1,too expensive,binge watcher,383.35,0.840199446688113
CUST_01822,school student,13,tier 3,6.914732258,5.012772066,2,smart TV,high,standard,374.16,28,False,9,0,0.8,0.689974481,1,switched to competitor,sports enthusiast,187.08,0.7249408768069758
CUST_01823,retired individual,50,tier 1,2.724952058,2.151402172,2,other device,low,standard,445.06,11,False,8,1,1.7,0.845534735,1,technical issues,casual viewer,222.53,0.7895192745442423
CUST_01824,working professional,45,tier 2,2.299221396,1.518545594,3,phone,high,basic,169.12,31,True,45,1,1.6,0.832018385,1,too expensive,news junkie,56.373333333333335,0.6604607962686165
CUST_01825,college student,24,tier 1,2.459543146,2.208909776,2,other device,medium,standard,416.35,26,False,13,0,1.3,0.785834983,1,technical issues,sports enthusiast,208.175,0.8980975916573736
CUST_01826,college student,24,tier 3,3.611009687,1.326799601,3,other device,medium,premium,622.6,6,True,22,0,1.3,0.785834983,1,too expensive,sports enthusiast,207.53333333333333,0.3674317479060255
CUST_01827,retired individual,78,tier 1,3.245772414,1.259084729,1,laptop,medium,premium,770.04,31,False,17,2,1.3,0.785834983,1,too expensive,binge watcher,770.04,0.3879152843770518
CUST_01828,college student,18,tier 2,5.643295491,4.841175594,1,smart TV,low,standard,373.67,8,False,54,2,2.1,0.890903179,1,technical issues,casual viewer,373.67,0.8578632116146973
CUST_01829,retired individual,74,tier 3,2.331169814,0.738494978,1,phone,low,basic,187.08,27,False,35,0,2.0,0.880797078,1,no time to watch,casual viewer,187.08,0.316791584021429
CUST_01830,working professional,33,tier 2,2.805787629,2.144722776,2,other device,high,basic,161.24,4,True,39,1,1.6,0.832018385,1,content not interesting,sports enthusiast,80.62,0.7643924129654789
CUST_01831,retired individual,78,tier 2,5.02910007,3.801474115,1,phone,high,premium,681.4,35,False,44,0,1.1,0.750260106,1,too expensive,news junkie,681.4,0.755895500603948
CUST_01832,college student,21,tier 1,0.0,0.0,3,tablet,medium,premium,800.78,7,False,41,1,2.8,0.942675824,1,too expensive,casual viewer,266.9266666666667,0.0
CUST_01833,college student,21,tier 2,4.040211526,1.385710581,3,smart TV,low,basic,230.11,2,True,39,0,2.9,0.947846437,1,too expensive,casual viewer,76.70333333333333,0.34297971085982193
CUST_01834,college student,20,tier 3,2.852207399,2.391928344,3,tablet,high,premium,625.73,32,False,38,0,2.1,0.890903179,1,too expensive,casual viewer,208.57666666666668,0.8386235674301328
CUST_01835,working professional,32,tier 2,3.02421025,1.014989998,1,laptop,high,standard,406.18,21,False,36,1,1.1,0.750260106,1,switched to competitor,news junkie,406.18,0.33562150581296385
CUST_01836,school student,17,tier 2,8.0,5.416395005,2,laptop,medium,basic,179.55,34,True,20,0,0.9,0.710949503,1,technical issues,binge watcher,89.775,0.677049375625
CUST_01837,working professional,30,tier 3,1.319927501,0.749759429,3,smart TV,medium,premium,642.49,16,True,26,0,1.5,0.817574476,1,too expensive,sports enthusiast,214.16333333333333,0.5680307656533933
CUST_01838,college student,21,tier 1,5.250383688,2.456449862,2,laptop,high,standard,426.1,29,False,35,0,1.5,0.817574476,1,switched to competitor,news junkie,213.05,0.467861018922166
CUST_01839,college student,18,tier 2,3.844397579,2.472255606,3,tablet,high,standard,356.17,31,True,9,0,0.7,0.668187772,1,too expensive,sports enthusiast,118.72333333333334,0.6430801068819423
CUST_01840,college student,21,tier 1,2.108921581,1.831157248,3,phone,medium,premium,775.72,3,False,42,1,2.8,0.942675824,1,too expensive,news junkie,258.5733333333333,0.8682908195816883
CUST_01841,school student,15,tier 2,3.749116294,1.854236784,1,tablet,high,standard,383.1,15,False,45,1,1.1,0.750260106,0,none,news junkie,383.1,0.49457969254447465
CUST_01842,college student,19,tier 3,5.175025498,2.691973989,2,phone,high,basic,156.87,19,False,31,0,1.5,0.817574476,1,switched to competitor,casual viewer,78.435,0.5201856474021956
CUST_01843,school student,16,tier 3,4.916548638,3.217487726,3,other device,high,premium,640.67,6,True,16,1,1.0,0.731058579,1,too expensive,binge watcher,213.55666666666664,0.6544199931496741
CUST_01844,college student,24,tier 1,5.200642208,2.181609985,1,laptop,medium,premium,756.26,20,False,4,0,0.7,0.668187772,1,too expensive,family viewer,756.26,0.4194885742464828
CUST_01845,retired individual,65,tier 2,3.458217955,1.706667558,2,tablet,medium,premium,705.93,4,False,26,1,1.8,0.858148935,1,too expensive,casual viewer,352.965,0.4935106983446334
CUST_01846,working professional,30,tier 2,1.966426566,0.785433218,3,phone,high,basic,195.62,17,False,35,0,2.1,0.890903179,1,too expensive,casual viewer,65.20666666666666,0.3994215861300564
CUST_01847,working professional,40,tier 3,2.611334875,1.553817439,1,other device,high,standard,369.79,35,False,18,0,0.9,0.710949503,1,switched to competitor,family viewer,369.79,0.5950280271885849
CUST_01848,retired individual,87,tier 3,4.937204954,1.549627381,2,tablet,high,basic,177.94,31,False,53,0,1.5,0.817574476,1,switched to competitor,news junkie,88.97,0.3138673389980561
CUST_01849,working professional,36,tier 3,0.60000969,0.310237427,1,other device,high,standard,342.2,2,False,34,0,2.5,0.92414182,1,no time to watch,sports enthusiast,342.2,0.5170540279107826
CUST_01850,college student,19,tier 3,5.558331333,3.715061956,3,other device,high,basic,173.54,22,True,54,0,1.4,0.802183889,1,too expensive,binge watcher,57.846666666666664,0.6683772041338292
CUST_01851,working professional,41,tier 3,1.675954441,1.423795258,1,tablet,high,standard,332.1,19,False,23,2,1.2,0.768524783,1,no time to watch,binge watcher,332.1,0.8495429369490838
CUST_01852,working professional,41,tier 3,1.769090118,1.289231232,2,laptop,high,standard,344.96,30,False,46,0,1.7,0.845534735,1,no time to watch,news junkie,172.48,0.7287538485928052
CUST_01853,retired individual,76,tier 1,3.373876786,2.410878225,2,phone,high,standard,468.13,21,False,16,0,1.1,0.750260106,1,switched to competitor,sports enthusiast,234.065,0.7145721014484019
CUST_01854,retired individual,74,tier 2,2.295332646,1.629296139,1,phone,medium,standard,409.09,31,False,43,0,1.6,0.832018385,1,technical issues,binge watcher,409.09,0.7098300727083372
CUST_01855,college student,18,tier 3,4.769156101,2.006264166,2,laptop,medium,basic,198.61,23,True,30,1,0.9,0.710949503,1,technical issues,news junkie,99.305,0.4206748790586504
CUST_01856,college student,19,tier 3,5.117771182,4.599056684,2,laptop,high,standard,356.67,26,True,42,0,1.0,0.731058579,0,none,sports enthusiast,178.335,0.898644452916457
CUST_01857,college student,22,tier 1,1.268018069,0.793578434,3,laptop,medium,standard,450.99,3,True,0,0,1.6,0.832018385,1,too expensive,sports enthusiast,150.33,0.62584158175746
CUST_01858,college student,18,tier 1,3.713865535,3.014122669,3,tablet,medium,basic,238.71,3,True,44,0,2.1,0.890903179,0,none,family viewer,79.57000000000001,0.8115863755955828
CUST_01859,college student,22,tier 1,4.508615435,1.912390437,3,laptop,high,premium,794.42,7,False,14,1,1.2,0.768524783,1,too expensive,casual viewer,264.8066666666667,0.4241635740662809
CUST_01860,working professional,26,tier 1,3.414997142,2.760437413,3,laptop,high,standard,454.18,7,True,14,0,0.7,0.668187772,1,too expensive,family viewer,151.39333333333335,0.8083278838070548
CUST_01861,working professional,42,tier 2,1.377768476,1.168444838,2,phone,high,basic,181.17,26,False,15,1,1.0,0.731058579,1,no time to watch,news junkie,90.585,0.8480705273445378
CUST_01862,working professional,41,tier 3,2.423660596,1.799131844,1,other device,low,basic,183.23,26,True,15,0,0.8,0.689974481,1,technical issues,casual viewer,183.23,0.7423200455415582
CUST_01863,working professional,34,tier 1,1.826622232,1.079336182,1,other device,medium,basic,210.63,33,False,57,3,1.9,0.869891526,1,no time to watch,casual viewer,210.63,0.590891845665437
CUST_01864,retired individual,86,tier 3,2.674276729,2.047921361,2,other device,low,premium,622.03,27,True,3,0,1.2,0.768524783,1,too expensive,binge watcher,311.015,0.7657851331510429
CUST_01865,college student,18,tier 1,3.317728642,1.45197926,2,smart TV,high,basic,207.39,15,True,28,0,0.6,0.645656306,0,none,sports enthusiast,103.695,0.4376425611242018
CUST_01866,retired individual,75,tier 2,2.700298935,1.050489293,2,laptop,high,basic,214.37,6,False,37,2,2.0,0.880797078,0,none,sports enthusiast,107.185,0.38902703674176725
CUST_01867,retired individual,74,tier 3,2.550109407,1.855420494,1,other device,high,basic,184.09,30,True,2,0,0.1,0.524979187,1,switched to competitor,news junkie,184.09,0.7275846631940213
CUST_01868,college student,23,tier 1,3.321091396,1.820760449,2,tablet,high,standard,420.96,1,True,11,2,1.4,0.802183889,0,none,sports enthusiast,210.48,0.5482415964802915
CUST_01869,retired individual,75,tier 2,3.121988224,2.61204978,2,phone,medium,premium,691.93,3,False,2,0,1.5,0.817574476,1,too expensive,casual viewer,345.965,0.8366622781982666
CUST_01870,working professional,34,tier 1,1.512744329,0.665403281,3,smart TV,medium,premium,784.13,10,False,18,0,2.0,0.880797078,1,too expensive,binge watcher,261.37666666666667,0.43986499783467375
CUST_01871,working professional,35,tier 1,0.342262243,0.275529545,2,other device,high,basic,199.0,19,False,46,0,2.1,0.890903179,1,no time to watch,binge watcher,99.5,0.8050246576570235
CUST_01872,retired individual,56,tier 2,4.865839853,1.584682192,1,phone,medium,standard,410.54,25,True,56,0,0.9,0.710949503,1,technical issues,news junkie,410.54,0.3256749584602492
CUST_01873,college student,20,tier 3,5.880330114,4.370047757,3,phone,high,basic,194.1,15,True,2,0,0.7,0.668187772,1,too expensive,family viewer,64.7,0.7431636782764471
CUST_01874,college student,22,tier 3,3.236762958,2.901979466,2,tablet,high,standard,365.63,17,False,11,0,0.8,0.689974481,0,none,casual viewer,182.815,0.8965684245821748
CUST_01875,school student,13,tier 2,3.241509752,2.432915065,2,laptop,medium,premium,680.9,14,False,33,1,1.8,0.858148935,1,too expensive,sports enthusiast,340.45,0.7505499755164704
CUST_01876,retired individual,55,tier 2,2.487111604,0.968232228,1,laptop,high,premium,711.23,9,False,4,0,0.6,0.645656306,1,too expensive,sports enthusiast,711.23,0.3892998715629811
CUST_01877,working professional,46,tier 3,1.262958503,1.129889692,3,smart TV,high,premium,611.58,31,False,7,0,1.4,0.802183889,1,too expensive,news junkie,203.86,0.8946372262557228
CUST_01878,school student,10,tier 1,4.178416633,1.808830044,2,smart TV,medium,premium,762.41,30,True,37,1,1.3,0.785834983,1,too expensive,sports enthusiast,381.205,0.4328984404557342
CUST_01879,college student,24,tier 2,2.569122678,0.968760878,2,phone,medium,basic,193.58,14,True,11,0,0.8,0.689974481,1,no time to watch,news junkie,96.79,0.37707848141925127
CUST_01880,college student,18,tier 3,5.003650057,4.269875885,1,smart TV,high,basic,191.51,31,True,14,0,-0.1,0.475020813,1,switched to competitor,binge watcher,191.51,0.8533522201510745
CUST_01881,college student,19,tier 2,4.292067581,2.770595005,3,phone,low,basic,187.04,14,False,10,2,2.2,0.900249511,0,none,sports enthusiast,62.346666666666664,0.6455152330929712
CUST_01882,college student,20,tier 3,2.90256247,2.295824669,3,other device,high,standard,359.21,24,False,41,0,2.1,0.890903179,1,too expensive,news junkie,119.73666666666666,0.790964774308544
CUST_01883,working professional,47,tier 3,4.134542746,2.856723492,1,tablet,high,standard,335.76,10,True,33,1,0.6,0.645656306,1,content not interesting,sports enthusiast,335.76,0.6909406112111822
CUST_01884,college student,19,tier 3,4.718190279,1.640295597,3,smart TV,low,basic,168.91,16,False,16,0,2.2,0.900249511,1,too expensive,casual viewer,56.303333333333335,0.3476535493493606
CUST_01885,retired individual,63,tier 1,3.917552105,1.451068704,3,tablet,high,standard,476.13,18,False,36,0,1.9,0.869891526,1,too expensive,binge watcher,158.71,0.3704018900343382
CUST_01886,working professional,26,tier 2,3.092748251,2.449568253,2,laptop,high,standard,377.13,12,False,33,1,1.5,0.817574476,0,none,family viewer,188.565,0.7920360967653812
CUST_01887,college student,19,tier 2,2.908496626,1.294685647,2,other device,high,standard,407.73,29,True,40,0,1.2,0.768524783,1,switched to competitor,sports enthusiast,203.865,0.4451391263192066
CUST_01888,working professional,36,tier 1,2.162495196,1.018776556,2,smart TV,high,standard,425.45,16,True,55,0,1.2,0.768524783,1,switched to competitor,family viewer,212.725,0.47111159270293235
CUST_01889,working professional,30,tier 2,2.528049693,1.873040095,2,tablet,medium,premium,690.29,15,False,53,0,2.0,0.880797078,1,too expensive,news junkie,345.145,0.7409031951335143
CUST_01890,college student,23,tier 3,0.905016616,0.40613024,2,laptop,low,basic,186.16,18,False,48,0,2.8,0.942675824,1,no time to watch,binge watcher,93.08,0.44875445690159566
CUST_01891,college student,18,tier 3,2.642606519,1.052075077,2,smart TV,high,basic,173.23,12,True,8,1,0.5,0.622459331,0,none,binge watcher,86.615,0.3981202155658498
CUST_01892,working professional,46,tier 2,1.785673319,1.346644682,3,laptop,high,standard,397.07,3,False,3,2,2.1,0.890903179,0,none,news junkie,132.35666666666665,0.7541383228787549
CUST_01893,college student,21,tier 1,5.471810909,3.330485356,1,smart TV,high,standard,429.73,1,False,48,1,1.9,0.869891526,1,content not interesting,family viewer,429.73,0.6086623626781471
CUST_01894,retired individual,51,tier 2,2.544703184,1.250483612,2,laptop,high,basic,196.31,16,True,28,0,0.8,0.689974481,1,switched to competitor,binge watcher,98.155,0.4914064712389656
CUST_01895,college student,18,tier 3,6.031170787,4.027792853,2,phone,medium,standard,334.87,32,True,22,1,0.9,0.710949503,1,technical issues,family viewer,167.435,0.6678293477746944
CUST_01896,working professional,28,tier 1,2.754605963,1.794428429,1,laptop,high,standard,468.47,23,True,16,1,0.4,0.59868766,0,none,casual viewer,468.47,0.6514283542193872
CUST_01897,working professional,39,tier 3,0.429171189,0.1349106,2,other device,medium,basic,164.91,26,True,30,2,1.8,0.858148935,1,no time to watch,sports enthusiast,82.455,0.3143514836453758
CUST_01898,retired individual,77,tier 1,4.759954417,2.575268988,1,other device,medium,standard,414.23,21,True,28,1,0.5,0.622459331,0,none,binge watcher,414.23,0.5410280776644673
CUST_01899,college student,22,tier 3,3.13191168,2.415312332,3,other device,high,basic,160.58,4,False,44,0,2.3,0.908877039,1,too expensive,news junkie,53.52666666666667,0.7711942668830304
CUST_01900,school student,16,tier 1,2.849901511,1.511519646,3,phone,medium,standard,434.83,22,True,15,1,1.2,0.768524783,1,too expensive,news junkie,144.94333333333333,0.5303760990216199
CUST_01901,college student,19,tier 2,3.162718915,2.821026897,1,other device,high,standard,377.35,20,True,57,0,0.6,0.645656306,1,switched to competitor,binge watcher,377.35,0.8919625717039099
CUST_01902,college student,21,tier 3,2.27221012,0.773009975,2,tablet,medium,standard,349.98,20,False,55,1,2.0,0.880797078,1,no time to watch,family viewer,174.99,0.34020180096724506
CUST_01903,retired individual,52,tier 2,2.525561144,1.179196836,3,other device,high,premium,687.88,8,False,24,0,1.7,0.845534735,1,too expensive,sports enthusiast,229.29333333333332,0.46690488519805956
